Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,upshift,0.950000,50,0.605000,9.900000,0.000000,0.424545,0.895041,0.051919,0.922105,0.880000,0.920000,0.900807
Unlu_CS=T,upshift,0.950000,50,0.605000,28.096667,0.000000,0.618017,0.755096,0.162480,0.983158,0.480000,0.958000,0.686961
mixed_CS=T,upshift,0.950000,80,0.605000,9.563333,0.000000,0.544793,0.912645,0.043180,0.921053,0.980000,0.924000,0.950069
Unlu_CS=T,upshift,0.950000,80,0.605000,51.186667,0.000000,0.423306,0.573581,0.131763,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,upshift,0.950000,30,0.680000,5.773333,0.000000,0.513444,0.928815,0.081489,0.872632,0.940000,0.876000,0.905690
Unlu_CS=T,upshift,0.950000,30,0.680000,16.393333,0.000000,0.548871,0.830909,0.156665,0.975789,0.580000,0.956000,0.752302
mixed_CS=T,upshift,0.950000,50,0.680000,9.426667,0.000000,0.490937,0.904986,0.046384,0.949474,0.840000,0.944000,0.893061
Unlu_CS=T,upshift,0.950000,50,0.680000,23.806667,0.000000,0.627961,0.800413,0.108426,0.992632,0.640000,0.975000,0.797047
mixed_CS=T,upshift,0.950000,80,0.680000,10.516667,0.000000,0.600331,0.898182,0.021885,0.964211,0.980000,0.965000,0.972073
Unlu_CS=T,upshift,0.950000,80,0.680000,37.576667,0.000000,0.602865,0.693884,0.097236,0.998947,0.680000,0.983000,0.824187
mixed_CS=T,upshift,0.950000,30,0.755000,8.106667,0.000000,0.605427,0.914050,0.043357,0.949474,0.760000,0.940000,0.849470
Unlu_CS=T,upshift,0.950000,30,0.755000,15.210000,0.000000,0.708044,0.862039,0.100237,0.989474,0.560000,0.968000,0.744383
mixed_CS=T,upshift,0.950000,50,0.755000,8.680000,0.000000,0.706639,0.924408,0.046105,0.948421,0.900000,0.946000,0.923893
Unlu_CS=T,upshift,0.950000,50,0.755000,27.436667,0.000000,0.704931,0.775014,0.125620,0.994737,0.560000,0.973000,0.746360
mixed_CS=T,upshift,0.950000,80,0.755000,10.666667,0.000000,0.392094,0.884298,0.021902,0.971579,0.920000,0.969000,0.945438
Unlu_CS=T,upshift,0.950000,80,0.755000,33.143333,0.000000,0.407107,0.718237,0.084522,0.996842,0.660000,0.980000,0.811120
mixed_CS=T,upshift,0.950000,30,0.830000,5.580000,0.000000,0.489587,0.921074,0.054551,0.927368,0.860000,0.924000,0.893049
Unlu_CS=T,upshift,0.950000,30,0.830000,15.290000,0.000000,0.709972,0.870799,0.107784,0.988421,0.560000,0.967000,0.743986
mixed_CS=T,upshift,0.950000,50,0.830000,7.536667,0.000000,0.755730,0.938375,0.033757,0.951579,0.880000,0.948000,0.915090
Unlu_CS=T,upshift,0.950000,50,0.830000,25.856667,0.000000,0.756970,0.793636,0.101822,0.998947,0.520000,0.975000,0.720731
mixed_CS=T,upshift,0.950000,80,0.830000,10.180000,0.000000,0.716777,0.919972,0.032408,0.954737,0.920000,0.953000,0.937208
Unlu_CS=T,upshift,0.950000,80,0.830000,50.560000,0.000000,0.494876,0.586281,0.156720,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,upshift,0.950000,30,0.905000,5.283333,0.000000,0.617741,0.946336,0.043138,0.940000,0.900000,0.938000,0.919783
Unlu_CS=T,upshift,0.950000,30,0.905000,16.500000,0.000000,0.656391,0.861460,0.142344,0.995789,0.520000,0.972000,0.719591
mixed_CS=T,upshift,0.950000,50,0.905000,6.920000,0.000000,0.478843,0.933444,0.020543,0.981053,0.920000,0.978000,0.950036
Unlu_CS=T,upshift,0.950000,50,0.905000,20.580000,0.000000,0.737934,0.834573,0.086419,1.000000,0.700000,0.985000,0.836660
mixed_CS=T,upshift,0.950000,80,0.905000,10.950000,0.000000,0.657190,0.907658,0.003298,0.994737,1.000000,0.995000,0.997365
Unlu_CS=T,upshift,0.950000,80,0.905000,53.750000,0.000000,0.478650,0.560331,0.176791,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,upshift,0.950000,30,0.980000,4.086667,0.000000,0.811818,0.968650,0.047408,0.929474,1.000000,0.933000,0.964092
Unlu_CS=T,upshift,0.950000,30,0.980000,14.833333,0.000000,0.737466,0.878375,0.096020,0.995789,0.580000,0.975000,0.759972
mixed_CS=T,upshift,0.950000,50,0.980000,8.133333,0.000000,0.772755,0.935234,0.018226,0.982105,0.980000,0.982000,0.981052
Unlu_CS=T,upshift,0.950000,50,0.980000,32.523333,0.000000,0.644573,0.736226,0.137726,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,upshift,0.950000,80,0.980000,6.036667,0.000000,0.647410,0.945041,0.009418,0.980000,1.000000,0.981000,0.989950
Unlu_CS=T,upshift,0.950000,80,0.980000,32.110000,0.000000,0.622617,0.738815,0.189616,1.000000,0.740000,0.987000,0.860233
mixed_CS=T,upshift,0.950000,30,1.055000,4.883333,0.000000,0.761102,0.961928,0.033555,0.965263,0.900000,0.962000,0.932061
Unlu_CS=T,upshift,0.950000,30,1.055000,14.103333,0.000000,0.793278,0.888182,0.113636,0.998947,0.560000,0.977000,0.747938
mixed_CS=T,upshift,0.950000,50,1.055000,7.876667,0.000000,0.826474,0.940413,0.011487,0.988421,0.960000,0.987000,0.974107
Unlu_CS=T,upshift,0.950000,50,1.055000,28.133333,0.000000,0.703168,0.774270,0.187460,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,upshift,0.950000,80,1.055000,8.483333,0.000000,0.789532,0.933388,0.004914,0.991579,0.960000,0.990000,0.975662
Unlu_CS=T,upshift,0.950000,80,1.055000,45.430000,0.000000,0.609449,0.632314,0.171775,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,upshift,0.950000,30,1.130000,4.733333,0.000000,0.788320,0.963747,0.036296,0.963158,0.940000,0.962000,0.951508
Unlu_CS=T,upshift,0.950000,30,1.130000,17.356667,0.000000,0.784793,0.862975,0.130015,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,upshift,0.950000,50,1.130000,7.573333,0.000000,0.790413,0.941598,0.016081,0.983158,0.960000,0.982000,0.971510
Unlu_CS=T,upshift,0.950000,50,1.130000,24.963333,0.000000,0.758567,0.801129,0.136274,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,upshift,0.950000,80,1.130000,10.370000,0.000000,0.566033,0.911543,0.003768,0.997895,0.980000,0.997000,0.988907
Unlu_CS=T,upshift,0.950000,80,1.130000,42.953333,0.000000,0.634959,0.652782,0.317372,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,upshift,0.950000,30,1.205000,5.560000,0.000000,0.830661,0.959835,0.017166,0.983158,0.900000,0.979000,0.940660
Unlu_CS=T,upshift,0.950000,30,1.205000,21.016667,0.000000,0.783747,0.833444,0.181067,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,upshift,0.950000,50,1.205000,7.580000,0.000000,0.791570,0.940606,0.003951,0.997895,0.960000,0.996000,0.978764
Unlu_CS=T,upshift,0.950000,50,1.205000,29.346667,0.000000,0.690882,0.763691,0.118038,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,upshift,0.950000,80,1.205000,10.430000,0.000000,0.807851,0.919421,0.001426,1.000000,0.960000,0.998000,0.979796
Unlu_CS=T,upshift,0.950000,80,1.205000,54.246667,0.000000,0.528733,0.559256,0.281407,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,upshift,0.950000,30,1.280000,6.106667,0.000000,0.713113,0.949972,0.022735,0.994737,0.880000,0.989000,0.935611
Unlu_CS=T,upshift,0.950000,30,1.280000,17.733333,0.000000,0.746501,0.858953,0.186811,0.998947,0.520000,0.975000,0.720731
mixed_CS=T,upshift,0.950000,50,1.280000,7.043333,0.000000,0.880028,0.948760,0.006996,0.992632,0.960000,0.991000,0.976179
Unlu_CS=T,upshift,0.950000,50,1.280000,26.603333,0.000000,0.788402,0.788402,0.213599,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,upshift,0.950000,80,1.280000,7.870000,0.000000,0.903471,0.942204,0.006049,0.994737,1.000000,0.995000,0.997365
Unlu_CS=T,upshift,0.950000,80,1.280000,49.020000,0.000000,0.559201,0.601460,0.315983,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,upshift,0.950000,30,1.355000,5.216667,0.000000,0.694683,0.956253,0.014360,0.992632,0.900000,0.988000,0.945182
Unlu_CS=T,upshift,0.950000,30,1.355000,15.816667,0.000000,0.850882,0.877245,0.149166,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,upshift,0.950000,50,1.355000,7.010000,0.000000,0.934848,0.950055,0.003574,0.997895,0.980000,0.997000,0.988907
Unlu_CS=T,upshift,0.950000,50,1.355000,32.216667,0.000000,0.720689,0.741598,0.283739,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,upshift,0.950000,80,1.355000,11.973333,0.000000,0.690579,0.905840,0.003203,1.000000,0.980000,0.999000,0.989950
Unlu_CS=T,upshift,0.950000,80,1.355000,36.016667,0.000000,0.643278,0.708898,0.255630,1.000000,0.660000,0.983000,0.812404
mixed_CS=T,upshift,0.950000,30,1.430000,4.353333,0.000000,0.826997,0.969780,0.011793,0.983158,0.980000,0.983000,0.981578
Unlu_CS=T,upshift,0.950000,30,1.430000,19.813333,0.000000,0.793168,0.843554,0.178534,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,upshift,0.950000,50,1.430000,6.233333,0.000000,0.885069,0.955372,0.006141,0.993684,1.000000,0.994000,0.996837
Unlu_CS=T,upshift,0.950000,50,1.430000,33.210000,0.000000,0.639339,0.731736,0.463546,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,upshift,0.950000,80,1.430000,8.383333,0.000000,0.905647,0.938540,0.001108,0.997895,1.000000,0.998000,0.998947
Unlu_CS=T,upshift,0.950000,80,1.430000,52.383333,0.000000,0.575344,0.575344,0.282838,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,upshift,0.950000,30,1.505000,4.770000,0.000000,0.824904,0.965702,0.015853,0.990526,0.920000,0.987000,0.954612
Unlu_CS=T,upshift,0.950000,30,1.505000,21.320000,0.000000,0.772590,0.831185,0.253471,1.000000,0.380000,0.969000,0.616441
mixed_CS=T,upshift,0.950000,50,1.505000,5.226667,0.000000,0.949394,0.964876,0.004607,0.992632,1.000000,0.993000,0.996309
Unlu_CS=T,upshift,0.950000,50,1.505000,17.673333,0.000000,0.595702,0.855647,0.119642,1.000000,0.780000,0.989000,0.883176
mixed_CS=T,upshift,0.950000,80,1.505000,8.200000,0.000000,0.670799,0.936061,0.000315,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,upshift,0.950000,80,1.505000,37.560000,0.000000,0.646226,0.696804,0.230713,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,upshift,0.950000,30,1.580000,3.993333,0.000000,0.937328,0.974573,0.010499,0.983158,1.000000,0.984000,0.991543
Unlu_CS=T,upshift,0.950000,30,1.580000,19.340000,0.000000,0.834160,0.848237,0.189780,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,upshift,0.950000,50,1.580000,7.163333,0.000000,0.868871,0.947576,0.000381,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,upshift,0.950000,50,1.580000,39.970000,0.000000,0.675702,0.677906,0.369195,1.000000,0.280000,0.964000,0.529150
mixed_CS=T,upshift,0.950000,80,1.580000,8.250000,0.000000,0.875234,0.939229,0.000002,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,upshift,0.950000,80,1.580000,66.203333,0.000000,0.370523,0.454931,0.647720,1.000000,0.240000,0.962000,0.489898
mixed_CS=T,upshift,0.950000,30,1.655000,4.430000,0.000000,0.862397,0.969063,0.006665,0.994737,1.000000,0.995000,0.997365
Unlu_CS=T,upshift,0.950000,30,1.655000,15.296667,0.000000,0.881846,0.881846,0.112499,1.000000,0.640000,0.982000,0.800000
mixed_CS=T,upshift,0.950000,50,1.655000,7.253333,0.000000,0.908264,0.947300,0.000235,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,upshift,0.950000,50,1.655000,26.980000,0.000000,0.709587,0.784077,0.324767,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,upshift,0.950000,80,1.655000,10.540000,0.000000,0.856832,0.919201,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,upshift,0.950000,80,1.655000,46.866667,0.000000,0.579532,0.620028,0.339901,1.000000,0.540000,0.977000,0.734847
mixed_CS=T,upshift,0.950000,30,1.730000,4.276667,0.000000,0.924545,0.972066,0.008739,0.997895,1.000000,0.998000,0.998947
Unlu_CS=T,upshift,0.950000,30,1.730000,14.576667,0.000000,0.884821,0.887741,0.263110,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,upshift,0.950000,50,1.730000,5.186667,0.000000,0.917741,0.964821,0.000572,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,upshift,0.950000,50,1.730000,36.176667,0.000000,0.651543,0.707631,0.500892,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,upshift,0.950000,80,1.730000,8.813333,0.000000,0.875510,0.934766,0.004054,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,upshift,0.950000,80,1.730000,28.856667,0.000000,0.646116,0.766639,0.080925,1.000000,0.780000,0.989000,0.883176
mixed_CS=T,upshift,0.950000,30,1.805000,3.293333,0.000000,0.864959,0.979256,0.009501,0.995789,1.000000,0.996000,0.997892
Unlu_CS=T,upshift,0.950000,30,1.805000,15.456667,0.000000,0.880523,0.880523,0.210249,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,upshift,0.950000,50,1.805000,6.156667,0.000000,0.932700,0.957025,0.000038,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,upshift,0.950000,50,1.805000,31.866667,0.000000,0.744904,0.744904,0.225368,1.000000,0.440000,0.972000,0.663325
mixed_CS=T,upshift,0.950000,80,1.805000,10.840000,0.000000,0.885207,0.918292,0.004121,1.000000,0.960000,0.998000,0.979796
Unlu_CS=T,upshift,0.950000,80,1.805000,61.876667,0.000000,0.399559,0.490882,0.486804,1.000000,0.360000,0.968000,0.600000
mixed_CS=T,upshift,0.900000,30,0.005000,3.730000,0.000000,0.064628,0.518237,0.172200,0.493333,0.550000,0.499000,0.520897
Unlu_CS=T,upshift,0.900000,30,0.005000,6.610000,0.000000,0.070523,0.468843,0.667587,0.531111,0.490000,0.527000,0.510142
mixed_CS=T,upshift,0.900000,50,0.005000,3.286667,0.000000,0.021983,0.409339,0.173143,0.606667,0.440000,0.590000,0.516656
Unlu_CS=T,upshift,0.900000,50,0.005000,9.040000,0.000000,0.073196,0.384848,0.671598,0.644444,0.400000,0.620000,0.507718
mixed_CS=T,upshift,0.900000,80,0.005000,2.193333,0.000000,0.033085,0.555978,0.173052,0.435556,0.480000,0.440000,0.457238
Unlu_CS=T,upshift,0.900000,80,0.005000,12.323333,0.000000,0.084793,0.370523,0.678013,0.633333,0.370000,0.607000,0.484080
mixed_CS=T,upshift,0.900000,30,0.080000,4.506667,0.000000,0.039945,0.442562,0.175771,0.576667,0.360000,0.555000,0.455631
Unlu_CS=T,upshift,0.900000,30,0.080000,9.976667,0.000000,0.234435,0.620826,0.661054,0.570000,0.590000,0.572000,0.579914
mixed_CS=T,upshift,0.900000,50,0.080000,4.663333,0.000000,0.035399,0.503939,0.172346,0.551111,0.460000,0.542000,0.503499
Unlu_CS=T,upshift,0.900000,50,0.080000,30.124567,0.036667,0.184656,0.397328,0.609288,0.748889,0.430000,0.717000,0.567470
mixed_CS=T,upshift,0.900000,80,0.080000,17.771044,0.010000,0.198127,0.592727,0.165430,0.593333,0.560000,0.590000,0.576426
Unlu_CS=T,upshift,0.900000,80,0.080000,29.207746,0.053333,0.169559,0.433333,0.594617,0.752222,0.400000,0.717000,0.548533
mixed_CS=T,upshift,0.900000,30,0.155000,6.750000,0.000000,0.092534,0.615482,0.166901,0.567778,0.610000,0.572000,0.588510
Unlu_CS=T,upshift,0.900000,30,0.155000,16.124161,0.006667,0.185950,0.534904,0.577398,0.724444,0.450000,0.697000,0.570964
mixed_CS=T,upshift,0.900000,50,0.155000,7.936667,0.000000,0.108760,0.640909,0.156423,0.666667,0.720000,0.672000,0.692820
Unlu_CS=T,upshift,0.900000,50,0.155000,20.950000,0.000000,0.231543,0.577906,0.563341,0.742222,0.510000,0.719000,0.615251
mixed_CS=T,upshift,0.900000,80,0.155000,8.440000,0.000000,0.113196,0.636088,0.151215,0.674444,0.590000,0.666000,0.630811
Unlu_CS=T,upshift,0.900000,80,0.155000,33.872852,0.030000,0.251350,0.546970,0.473396,0.807778,0.520000,0.779000,0.648108
mixed_CS=T,upshift,0.900000,30,0.230000,4.706667,0.000000,0.126501,0.739118,0.160509,0.615556,0.720000,0.626000,0.665733
Unlu_CS=T,upshift,0.900000,30,0.230000,16.963211,0.003333,0.275840,0.611074,0.490846,0.813333,0.480000,0.780000,0.624820
mixed_CS=T,upshift,0.900000,50,0.230000,12.086667,0.000000,0.279201,0.719972,0.135443,0.732222,0.670000,0.726000,0.700420
Unlu_CS=T,upshift,0.900000,50,0.230000,23.334448,0.003333,0.347576,0.659008,0.465189,0.790000,0.550000,0.766000,0.659166
mixed_CS=T,upshift,0.900000,80,0.230000,11.943333,0.000000,0.364821,0.789725,0.148601,0.708889,0.800000,0.718000,0.753068
Unlu_CS=T,upshift,0.900000,80,0.230000,35.258621,0.033333,0.337493,0.609917,0.337724,0.874444,0.620000,0.849000,0.736312
mixed_CS=T,upshift,0.900000,30,0.305000,6.926667,0.000000,0.230551,0.786860,0.140051,0.691111,0.710000,0.693000,0.700492
Unlu_CS=T,upshift,0.900000,30,0.305000,17.561873,0.003333,0.237906,0.649917,0.393355,0.840000,0.550000,0.811000,0.679706
mixed_CS=T,upshift,0.900000,50,0.305000,18.576667,0.000000,0.174876,0.637466,0.122907,0.870000,0.570000,0.840000,0.704202
Unlu_CS=T,upshift,0.900000,50,0.305000,24.494983,0.003333,0.369229,0.689614,0.373023,0.854444,0.610000,0.830000,0.721950
mixed_CS=T,upshift,0.900000,80,0.305000,17.106667,0.000000,0.502176,0.784380,0.121732,0.800000,0.740000,0.794000,0.769415
Unlu_CS=T,upshift,0.900000,80,0.305000,37.630000,0.000000,0.271212,0.604380,0.305473,0.925556,0.540000,0.887000,0.706965
mixed_CS=T,upshift,0.900000,30,0.380000,6.996667,0.000000,0.294050,0.827493,0.134374,0.742222,0.680000,0.736000,0.710430
Unlu_CS=T,upshift,0.900000,30,0.380000,15.310000,0.000000,0.271350,0.721102,0.368958,0.875556,0.490000,0.837000,0.654998
mixed_CS=T,upshift,0.900000,50,0.380000,10.170000,0.000000,0.297686,0.799449,0.102836,0.853333,0.780000,0.846000,0.815843
Unlu_CS=T,upshift,0.900000,50,0.380000,21.666667,0.000000,0.403802,0.746061,0.258728,0.931111,0.670000,0.905000,0.789838
mixed_CS=T,upshift,0.900000,80,0.380000,16.113333,0.000000,0.521267,0.811983,0.062538,0.908889,0.860000,0.904000,0.884107
Unlu_CS=T,upshift,0.900000,80,0.380000,35.943144,0.003333,0.329091,0.653499,0.235299,0.963333,0.580000,0.925000,0.747485
mixed_CS=T,upshift,0.900000,30,0.455000,7.333333,0.000000,0.400606,0.863994,0.106019,0.821111,0.800000,0.819000,0.810487
Unlu_CS=T,upshift,0.900000,30,0.455000,13.570000,0.000000,0.368815,0.810909,0.295119,0.893333,0.650000,0.869000,0.762015
mixed_CS=T,upshift,0.900000,50,0.455000,14.006667,0.000000,0.442259,0.841488,0.086204,0.864444,0.780000,0.856000,0.821137
Unlu_CS=T,upshift,0.900000,50,0.455000,26.603333,0.000000,0.516749,0.743471,0.294946,0.934444,0.540000,0.895000,0.710352
mixed_CS=T,upshift,0.900000,80,0.455000,12.056667,0.000000,0.557824,0.882672,0.086559,0.834444,0.940000,0.845000,0.885651
Unlu_CS=T,upshift,0.900000,80,0.455000,39.719064,0.003333,0.408237,0.652617,0.210224,0.983333,0.540000,0.939000,0.728697
mixed_CS=T,upshift,0.900000,30,0.530000,6.036667,0.000000,0.493939,0.914215,0.120861,0.751111,0.790000,0.755000,0.770310
Unlu_CS=T,upshift,0.900000,30,0.530000,15.053333,0.000000,0.408017,0.806804,0.263881,0.928889,0.570000,0.893000,0.727645
mixed_CS=T,upshift,0.900000,50,0.530000,8.303333,0.000000,0.514215,0.902149,0.073869,0.885556,0.870000,0.884000,0.877743
Unlu_CS=T,upshift,0.900000,50,0.530000,23.516667,0.000000,0.502204,0.774959,0.202126,0.975556,0.570000,0.935000,0.745699
mixed_CS=T,upshift,0.900000,80,0.530000,12.363333,0.000000,0.452479,0.870303,0.065704,0.921111,0.910000,0.920000,0.915539
Unlu_CS=T,upshift,0.900000,80,0.530000,45.949833,0.003333,0.329256,0.586116,0.221840,0.987778,0.430000,0.932000,0.651724
mixed_CS=T,upshift,0.900000,30,0.605000,5.656667,0.000000,0.410744,0.902507,0.080955,0.861111,0.820000,0.857000,0.840304
Unlu_CS=T,upshift,0.900000,30,0.605000,15.503333,0.000000,0.502479,0.836612,0.227991,0.956667,0.540000,0.915000,0.718749
mixed_CS=T,upshift,0.900000,50,0.605000,7.383333,0.000000,0.515592,0.917052,0.068834,0.888889,0.900000,0.890000,0.894427
Unlu_CS=T,upshift,0.900000,50,0.605000,26.066667,0.000000,0.529449,0.770193,0.204954,0.984444,0.530000,0.939000,0.722326
mixed_CS=T,upshift,0.900000,80,0.605000,11.516667,0.000000,0.624711,0.893333,0.048696,0.937778,0.910000,0.935000,0.923784
Unlu_CS=T,upshift,0.900000,80,0.605000,47.516667,0.000000,0.407603,0.600661,0.172131,0.997778,0.500000,0.948000,0.706321
mixed_CS=T,upshift,0.900000,30,0.680000,6.263333,0.000000,0.674353,0.932094,0.070601,0.877778,0.870000,0.877000,0.873880
Unlu_CS=T,upshift,0.900000,30,0.680000,15.870000,0.000000,0.582782,0.842700,0.203559,0.967778,0.540000,0.925000,0.722911
mixed_CS=T,upshift,0.900000,50,0.680000,9.480000,0.000000,0.574959,0.909394,0.046108,0.952222,0.850000,0.942000,0.899660
Unlu_CS=T,upshift,0.900000,50,0.680000,24.560000,0.000000,0.639394,0.795152,0.204859,0.988889,0.600000,0.950000,0.770281
mixed_CS=T,upshift,0.900000,80,0.680000,9.793333,0.000000,0.619780,0.906860,0.037003,0.950000,0.900000,0.945000,0.924662
Unlu_CS=T,upshift,0.900000,80,0.680000,41.766667,0.000000,0.575317,0.657355,0.198918,1.000000,0.580000,0.958000,0.761577
mixed_CS=T,uptrend,0.950000,30,0.005000,4.236667,0.000000,0.028237,0.544793,0.163411,0.590526,0.500000,0.586000,0.543381
Unlu_CS=T,uptrend,0.950000,30,0.005000,16.953333,0.000000,0.168264,0.710799,0.638082,0.665263,0.540000,0.659000,0.599368
mixed_CS=T,uptrend,0.950000,50,0.005000,6.623333,0.000000,0.129697,0.806033,0.172231,0.532632,0.580000,0.535000,0.555811
Unlu_CS=T,uptrend,0.950000,50,0.005000,20.550000,0.000000,0.317025,0.728237,0.566188,0.673684,0.440000,0.662000,0.544446
mixed_CS=T,uptrend,0.950000,80,0.005000,18.706667,0.000000,0.089587,0.647548,0.146075,0.741053,0.600000,0.734000,0.666807
Unlu_CS=T,uptrend,0.950000,80,0.005000,37.443333,0.000000,0.181377,0.542672,0.344141,0.870526,0.380000,0.846000,0.575152
mixed_CS=T,uptrend,0.950000,30,0.080000,8.343333,0.000000,0.465152,0.922975,0.065191,0.915789,0.780000,0.909000,0.845172
Unlu_CS=T,uptrend,0.950000,30,0.080000,21.050000,0.000000,0.772342,0.833333,0.175014,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,uptrend,0.950000,50,0.080000,9.056667,0.000000,0.534380,0.920441,0.054400,0.896842,0.860000,0.895000,0.878228
Unlu_CS=T,uptrend,0.950000,50,0.080000,30.660000,0.000000,0.752287,0.754848,0.367010,1.000000,0.520000,0.976000,0.721110
mixed_CS=T,uptrend,0.950000,80,0.080000,12.070000,0.000000,0.592975,0.898237,0.015966,0.975789,0.960000,0.975000,0.967863
Unlu_CS=T,uptrend,0.950000,80,0.080000,55.710000,0.000000,0.546116,0.547824,0.488685,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,30,0.155000,7.886667,0.000000,0.689118,0.936446,0.047422,0.952632,0.880000,0.949000,0.915596
Unlu_CS=T,uptrend,0.950000,30,0.155000,16.826667,0.000000,0.857355,0.869036,0.413480,1.000000,0.500000,0.975000,0.707107
mixed_CS=T,uptrend,0.950000,50,0.155000,9.056667,0.000000,0.801653,0.930882,0.015858,0.975789,0.940000,0.974000,0.957728
Unlu_CS=T,uptrend,0.950000,50,0.155000,23.386667,0.000000,0.814986,0.814986,0.204152,1.000000,0.660000,0.983000,0.812404
mixed_CS=T,uptrend,0.950000,80,0.155000,13.883333,0.000000,0.866529,0.893085,0.002995,1.000000,0.960000,0.998000,0.979796
Unlu_CS=T,uptrend,0.950000,80,0.155000,41.636667,0.000000,0.664160,0.664160,0.282114,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,30,0.230000,5.966667,0.000000,0.747052,0.954601,0.039428,0.962105,0.900000,0.959000,0.930535
Unlu_CS=T,uptrend,0.950000,30,0.230000,14.846667,0.000000,0.885565,0.885565,0.331388,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,uptrend,0.950000,50,0.230000,8.243333,0.000000,0.892810,0.939229,0.006820,0.993684,0.980000,0.993000,0.986818
Unlu_CS=T,uptrend,0.950000,50,0.230000,22.186667,0.000000,0.824904,0.824904,0.285068,1.000000,0.620000,0.981000,0.787401
mixed_CS=T,uptrend,0.950000,80,0.230000,11.903333,0.000000,0.906915,0.909862,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.230000,67.470000,0.000000,0.450661,0.450661,0.554014,1.000000,0.200000,0.960000,0.447214
mixed_CS=T,uptrend,0.950000,30,0.305000,5.363333,0.000000,0.751763,0.959862,0.023604,0.965263,0.960000,0.965000,0.962628
Unlu_CS=T,uptrend,0.950000,30,0.305000,15.620000,0.000000,0.876226,0.879146,0.317415,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,50,0.305000,8.093333,0.000000,0.874931,0.940634,0.001724,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,uptrend,0.950000,50,0.305000,26.836667,0.000000,0.778540,0.786391,0.344978,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,80,0.305000,12.480000,0.000000,0.874848,0.904766,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.305000,24.810000,0.000000,0.797989,0.803168,0.177634,1.000000,0.780000,0.989000,0.883176
mixed_CS=T,uptrend,0.950000,30,0.380000,4.910000,0.000000,0.825041,0.965482,0.013808,0.981053,0.920000,0.978000,0.950036
Unlu_CS=T,uptrend,0.950000,30,0.380000,19.873333,0.000000,0.761350,0.842534,0.387599,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,uptrend,0.950000,50,0.380000,8.340000,0.000000,0.939339,0.939339,0.000073,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.380000,36.140000,0.000000,0.709587,0.709587,0.441784,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,80,0.380000,9.983333,0.000000,0.876419,0.925124,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.380000,62.173333,0.000000,0.489008,0.494105,0.304393,1.000000,0.380000,0.969000,0.616441
